Name,Id,Strength,Defense,Speed,Dexterity,Total,level,attackswon,attackslost,attacksdraw,attacksassisted,defendswon,defendslost,defendsstalemated,elo,yourunaway,theyrunaway,unarmoredwon,bestkillstreak,attackhits,attackmisses,attackdamage,bestdamage,onehitkills,attackcriticalhits,roundsfired,specialammoused,hollowammoused,tracerammoused,piercingammoused,incendiaryammoused,attacksstealthed,retals,moneymugged,largestmug,itemslooted,highestbeaten,respectforfaction,rankedwarhits,raidhits,territoryjoins,territoryclears,territorytime,jobpointsused,trainsreceived,itemsbought,auctionswon,auctionsells,itemssent,trades,cityitemsbought,pointsbought,pointssold,bazaarcustomers,bazaarsales,bazaarprofit,itemmarketcustomers,itemmarketsales,itemmarketrevenue,itemmarketfees,jailed,peoplebusted,failedbusts,peoplebought,peopleboughtspent,hospital,medicalitemsused,bloodwithdrawn,reviveskill,revives,revivesreceived,heahits,machits,rifhits,smghits,shohits,pishits,grehits,piehits,slahits,axehits,chahits,h2hhits,mailssent,friendmailssent,factionmailssent,companymailssent,spousemailssent,classifiedadsplaced,personalsplaced,criminaloffenses,vandalism,theft,counterfeiting,fraud,illicitservices,cybercrime,extortion,illegalproduction,organisedcrimes,searchforcashskill,bootleggingskill,graffitiskill,shopliftingskill,pickpocketingskill,cardskimmingskill,burglaryskill,hustlingskill,disposalskill,crackingskill,forgeryskill,scammingskill,bountiesplaced,totalbountyspent,bountiescollected,totalbountyreward,bountiesreceived,receivedbountyvalue,cityfinds,dumpfinds,itemsdumped,booksread,boostersused,consumablesused,candyused,alcoholused,energydrinkused,statenhancersused,eastereggs,eastereggsused,virusescoded,traveltimes,traveltime,itemsboughtabroad,huntingskill,attackswonabroad,defendslostabroad,argtravel,mextravel,dubtravel,hawtravel,japtravel,lontravel,soutravel,switravel,chitravel,cantravel,caytravel,drugsused,overdosed,rehabs,rehabcost,cantaken,exttaken,kettaken,lsdtaken,opitaken,pcptaken,shrtaken,spetaken,victaken,xantaken,missionscompleted,contractscompleted,dukecontractscompleted,missioncreditsearned,racingskill,racingpointsearned,racesentered,raceswon,networth,useractivity,activestreak,bestactivestreak,awards,nerverefills,tokenrefills,meritsbought,daysbeendonator,rankedwarringwins,arrestsmade,weaponsbought,dumpsearches,refills
MrQuick [3533524],3533524,"820,644","832,612","726,680","567,265","2,947,201",36,829,78,7,63,121,446,3,1554,5,5,73,45,3219,1399,1150161,2946,354,458,15143,0,0,0,0,0,432,0,468989784,78651369,0,100,2263,113,15,0,0,0,443,221,905,0,0,126,13,6840,4802,1015,16,1218,43848320,0,0,0,0,69,1,11,1,42000,660,3180,1751,1,0,63,0,3,208,104,17,73,8,347,167,15,0,8,13,1,1,0,0,0,0,14882,4819,5708,3264,880,211,0,0,0,37,100,100,100,68,29,89,37,43,48,1,1,2,20,3037700,6,295000,154,25352064,47,39,5009,1,18,3953,2131,1681,141,0,10,0,0,703,4060800,19727,1,50,59,50,92,1,51,0,51,3,33,5,67,350,393,3,66,16500000,3,18,0,12,3,0,0,0,2,354,1,93,93,1746,2,106,107,25,3146480319,2119915,146,146,232,104,28,0,138,7,0,0,0,122
Sour-Deez [3208951],3208951,"1,430,779","718,428","743,339","517,634","3,410,180",44,2521,95,13,55,10,694,11,1554,1,3,4,159,8452,4431,3375975,2712,390,1034,33888,331,20,250,50,11,1024,0,15040456,760320,0,55,16044,355,0,0,0,0,3722,413,1912,0,0,29,4,11192,1354,69,907,22577,586011167,0,0,0,0,178,1,5,0,0,1019,2186,369,1,0,43,0,152,341,170,184,67,9,877,339,359,0,33,38,0,1,0,0,0,0,25771,2956,12947,4584,1198,1264,2822,0,0,162,100,100,100,100,100,70,81,20,100,90,29,24,5,75204,10,545372,33,7850082,294,1156,5006,0,215,5295,679,4614,2,0,19,0,0,726,9590400,19247,37,6,119,51,55,40,51,50,241,50,33,50,51,54,625,14,56,13165000,75,34,0,0,1,0,5,0,6,504,1,148,148,3416,8,1429,1266,264,3230491525,3257307,472,472,293,19,2,8,328,16,0,0,0,117
JoeMusashi [2507533],2507533,"1,016,801","1,053,517","606,151","1,003,253","3,679,722",52,2000,196,41,30,98,1471,12,1629,28,3,22,48,8922,6258,2986526,4146,382,1528,28647,4201,620,2439,520,622,777,2,30352700,3426094,0,100,8801,507,0,24,10,60299,6984,173,1773,12,16,82,86,6349,2512,1696,924,19355,615062963,0,0,0,0,158,0,13,4,5845800,1793,1487,413,16,69,83,13,8,246,382,141,122,46,536,330,154,7,109,46,2,15,6,0,0,0,17130,3216,8783,3202,975,172,782,0,0,264,100,100,100,100,25,51,13,28,2,43,1,2,185,12151575,85,8027160,171,20646621,337,37,5041,0,101,5197,2008,3174,15,0,18,7,14,113,1468800,2579,29,151,115,5,23,7,1,1,0,13,55,2,0,6,715,11,114,28495000,31,29,0,6,0,0,0,0,43,606,1,300,300,8945,5,736,507,148,2068623941,1486409,96,96,296,8,0,0,344,19,0,0,0,284
Chief-Jailor [3330893],3330893,"1,015,054","953,144","1,035,986","900,896","3,905,080",35,1628,175,21,81,54,770,1,1438,5,6,8,54,6903,2745,2469318,3119,350,916,39748,4339,527,2910,800,102,446,0,40609445,1656012,0,100,6137,292,0,1,0,18,1866,89,8160,0,2,20,25,17812,6075,3995,1071,16779,519777846,0,0,0,0,124,0,7,0,0,1063,1227,68,1,2,24,0,120,595,100,100,133,15,245,107,112,128,26,9,5,0,0,0,0,0,18577,3463,9440,3550,2124,0,0,0,0,54,100,100,100,100,100,100,1,2,1,1,2,1,17,1135000,67,7996125,71,5550006,251,205,5002,0,273,6763,5859,886,18,0,0,0,24,687,10540800,18476,61,104,134,51,64,50,50,50,39,176,57,50,50,50,768,15,132,33000000,56,109,0,23,0,0,0,0,7,573,1,270,270,8033,4,475,289,94,140111566,2309296,0,242,287,70,1,0,279,19,0,0,0,211
Jawhead [3406291],3406291,"2,184,428","729,475","1,498,438","15,050","4,427,391",52,3041,96,51,27,60,359,1,1500,2,4,251,253,14987,6252,3359562,2679,548,1788,67764,0,0,0,0,0,590,0,5655402,1313456,0,100,14442,193,0,38,0,219972,1564,115,69420,0,0,24,54,23605,7621,1085,10,1527,7262610,0,0,0,0,59,0,0,0,0,648,4373,2414,1,0,21,0,102,419,1147,128,109,123,372,295,153,101,152,25,1,12,9,0,0,0,27981,10000,7823,10010,148,0,0,0,0,48,100,100,100,100,84,97,1,6,1,1,1,1,70,470343,1071,30362329,12,23,30,71,5006,0,5,5687,2000,2837,850,0,7,0,0,848,5356800,24482,1,3,35,50,50,0,50,1,119,0,51,0,203,324,828,18,150,37500000,50,42,50,50,1,0,1,0,4,630,1,191,191,4835,1,0,0,0,2796825793,4256276,0,245,292,114,3,7,254,13,0,0,0,223
yerodaktuilos [2763324],2763324,"2,409,677","1,028,982","1,063,207","1,021,208","5,523,074",52,1573,133,33,43,20,592,4,1611,9,1,8,126,5648,2265,1708096,3304,495,841,13263,570,0,0,570,0,836,2,14737891,11182725,0,67,7620,382,0,1,0,1011,1725,99,6992,0,0,41,50,14628,1302,476,361,12314,350260116,2769,34045,1139132518,8946960,79,0,3,0,0,876,2392,1432,1,0,23,23,0,366,77,112,15,11,157,328,489,3,13,20,0,2,0,0,0,0,27187,4851,12494,6703,668,628,1843,0,0,51,100,100,100,100,76,100,96,6,100,76,61,1,24,4325013,15,1005004,5,507001,464,286,5016,1,14,5243,15,5083,145,0,9,0,27,1149,11577600,33023,11,36,57,202,64,57,4,2,306,9,52,43,214,196,718,14,151,37750000,16,2,1,0,0,0,0,0,10,689,1,183,183,4425,1,41,48,2,4636146492,1933143,264,264,281,171,0,0,348,21,0,0,0,356
DNUT [3341579],3341579,"1,790,034","142,285","705,615","3,154,950","5,792,884",42,991,60,5,10,25,660,1,1339,0,0,3,54,3163,1556,949794,2089,271,386,10462,0,0,0,0,0,320,0,2209405,693958,0,51,4792,282,0,1,0,1242,1539,203,289,0,0,5,15,3203,355,1000,0,0,0,0,0,0,0,71,0,0,0,0,759,557,35,1,0,11,0,0,356,39,0,7,35,155,0,171,252,1,0,0,0,0,0,0,0,13402,3398,7989,40,565,1410,0,0,0,39,5,2,100,100,1,100,94,1,100,1,4,7,23,2025006,0,0,16,1755013,152,11,7,0,50,5280,4573,659,48,0,0,0,0,426,4406400,11770,1,1,88,94,77,50,1,0,64,0,27,12,51,50,608,7,90,22500000,0,54,0,0,0,0,0,0,1,553,1,60,60,920,3,251,192,51,1612369483,1068950,0,269,202,0,0,0,311,18,0,0,0,209
Alatu [3341877],3341877,"1,004,182","3,007,615","1,095,367","1,943,224","7,050,388",50,1086,64,12,27,31,745,6,1510,0,0,2,48,4309,2620,1496745,2700,222,562,10538,1700,1450,0,0,250,762,0,854016,345261,0,68,3935,74,0,2,0,2566,520,65,2999,0,0,26,2,27826,6058,0,421,16781,303777912,0,0,0,0,86,0,3,0,0,980,2726,1974,1,0,18,0,12,107,17,0,4,3,364,388,109,100,13,8,2,4,0,2,0,0,28977,3107,13400,6588,2076,835,2971,0,0,42,100,100,100,93,100,100,100,53,100,97,76,25,17,2272740,68,11393822,6,380114,105,1192,5178,2,43,8210,2875,5281,54,0,9,2,27,655,7084800,19160,13,23,81,52,60,0,52,6,250,9,45,40,89,52,756,14,115,28550000,80,30,0,0,0,0,0,0,11,635,1,134,134,2851,6,908,765,172,3017883544,2575676,321,321,298,220,1,3,319,18,0,0,0,281
F8TAL_3RR0R [3249124],3249124,"4,287,272","1,176,750","1,010,668","1,011,350","7,486,040",57,2068,180,17,37,11,715,1,1645,0,0,3,128,7163,2932,2940546,3637,451,796,19380,390,0,169,220,1,889,2,58278060,3634400,0,71,7783,265,0,12,0,80073,2983,276,13830,0,0,40,34,27385,941,1566,775,21050,366419160,634,17468,126071469,823689,116,0,7,1,23600,967,2697,122,1,0,23,49,41,156,209,204,17,209,656,366,29,119,25,28,1,8,3,0,0,0,32763,3016,14226,6649,3961,973,3938,0,0,72,100,100,100,100,100,100,100,100,100,100,80,8,19,384025,59,7382412,20,935004,543,91,662,3,40,13138,9269,3759,110,0,23,8,20,1051,14601600,31191,25,438,194,114,60,96,80,89,95,125,61,105,129,97,890,15,117,29250000,87,116,0,0,0,1,0,1,33,652,1,251,251,6955,4,421,239,72,3203263996,1965611,419,419,304,338,30,25,418,25,0,0,0,293
Helios- [3291056],3291056,"1,389,230","3,162,659","945,604","2,705,017","8,202,510",53,1927,193,37,72,59,993,11,1631,1852,3,22,46,9009,4383,2607198,4081,403,1172,20300,101,0,0,0,101,822,0,3980061,1013563,0,97,10655,701,0,44,0,13428,1440,380,2107,0,0,50,16,2091,250,500,65,737,137547278,0,0,0,0,160,1,5,0,0,1379,2867,1005,1,2,49,0,9,472,217,113,4,26,777,312,38,0,18,61,0,5,0,0,0,1,24123,5473,13938,3617,1095,0,0,0,0,57,100,100,100,100,100,100,83,4,1,1,1,1,4,75006,26,361021,34,1535000,159,3,310,1,201,4586,1385,3008,193,0,8,0,0,412,7084800,10858,4,43,74,23,4,31,8,168,2,2,76,76,17,5,961,14,181,45250000,52,38,0,1,0,0,0,0,14,855,1,237,237,6922,4,282,323,53,3850189611,1334488,351,351,254,26,0,11,324,23,0,0,0,291
JellyXBG [2671315],2671315,"2,210,778","9,340,059","1,021,117","7,170,958","19,742,912",51,1440,96,8,58,57,1721,15,1590,9,6,3,67,7874,3760,1705498,2420,205,1055,27431,900,0,0,0,900,340,1,1275070,272471,0,71,7850,166,0,60,0,197476,3048,1476,791,0,0,13,86,501,885,727,3,11,95594995,0,0,0,0,85,0,8,0,0,1869,1664,0,44,323,99,0,0,230,685,0,0,0,422,0,124,0,21,94,10,5,6,0,0,0,12865,3089,8371,1358,7,40,0,0,0,136,100,66,100,81,100,3,1,1,1,1,1,1,70,13475002,3,31000,277,51127843,130,43,2,1,153,709,702,1,6,0,0,0,0,207,1296000,5430,6,29,24,1,51,6,2,0,4,6,37,0,50,50,617,9,110,27410000,1,19,0,0,0,0,0,0,4,593,0,6,6,58,1,0,0,0,174088494,1984487,0,144,222,1,9,0,591,11,0,0,0,295
Dazzl [3186386],3186386,"6,977,518","7,286,763","2,093,368","4,503,495","20,861,144",61,2817,209,46,23,33,1068,2,1731,30,0,12,107,12280,6643,4357300,5466,474,1783,39670,4932,3629,220,420,663,802,3,101663781,7813884,0,73,11041,260,0,26,0,133770,1301,171,808,1,2,70,76,15782,11230,2059,2495,31107,932608451,0,0,0,0,208,0,6,0,0,1426,2791,173,3,7,47,47,14,324,110,222,541,47,1003,444,69,0,29,133,28,61,8,13,2,0,29647,3161,18573,3620,916,397,2980,0,0,119,100,100,100,100,100,100,100,7,72,94,3,6,24,2110034,27,1787726,168,48445246,451,189,5020,2,36,5682,4296,770,616,0,18,0,10,1559,21513600,42515,65,341,167,95,97,78,123,87,302,222,139,130,172,114,991,19,221,55095000,6,20,0,0,0,0,0,1,6,958,1,372,372,12298,2,217,114,40,3135632770,2423492,500,500,314,141,7,27,496,25,0,0,0,334
DavidDJ [3283862],3283862,"4,808,292","1,642,271","266,712","25,140,807","31,858,082",59,2549,289,80,135,65,1875,21,1753,0,7,8,95,10791,6378,3571559,4396,458,1697,53317,6695,174,1150,0,5371,719,0,66081929,8584162,0,73,13400,696,0,4,0,225,2770,149,8070,0,1,35,183,35502,12029,5287,303,10227,2460410560,156,4894,3113097856,176998724,134,3,31,0,0,2372,8260,5167,1,0,87,17,4,692,820,281,1,8,385,96,230,0,80,207,24,24,7,1,0,0,30546,3022,16178,6542,3481,1323,0,0,0,57,100,84,100,100,100,100,100,100,100,1,85,1,116,3547572,44,21779966,818,143286667,177,64,10,0,63,8986,1513,7358,115,0,9,0,0,691,13219200,19169,1,322,45,33,7,32,2,2,20,33,64,491,0,7,1070,19,234,57200000,1,119,0,0,0,0,0,0,20,930,1,129,129,2389,8,1381,1253,242,9846626277,2552026,379,379,292,149,0,0,375,20,0,0,0,301
CouchMonster [3291843],3291843,"10,073,653","7,804,271","5,083,519","10,063,875","33,025,318",61,2970,237,35,108,62,1218,19,1794,6,2,10,235,9708,4352,4221155,4651,1093,1256,35223,6300,358,2115,2570,1257,1373,0,74063749,6678178,1,100,12937,884,0,6,0,31242,2215,129,44214,12,7,76,16,7130,5243,5876,1037,12010,296388997,0,0,0,0,154,3,16,0,0,1609,3856,1090,1,0,46,1,15,756,516,213,246,24,311,833,62,7,53,72,22,8,0,0,0,0,26830,3004,12676,4118,3285,753,2994,0,0,50,100,100,100,100,100,100,90,100,100,96,1,3,131,26092374,31,2271517,46,9178109,153,83,10,2,188,5477,1802,3081,594,0,9,0,2,219,1468800,5777,25,144,18,0,78,1,1,1,3,3,67,1,10,54,987,15,252,62800000,7,39,0,0,0,0,0,0,17,924,1,237,237,7515,8,1267,1061,225,1765582729,2261666,371,371,311,62,0,0,369,23,0,0,0,269
Cam_ [2753566],2753566,"550,152,800","319,666,281","360,972,515","331,575,135","1,562,366,731",89,8047,793,50,244,362,3607,5,1989,61,15,20,149,24420,8641,20214050,7947,3769,3886,73139,6596,500,779,419,4898,3621,40,114494927,6468500,1,100,31964,2672,0,15,0,44517,8241,1902,11083,5,4,127,79,4884,34341,9236,764,58122,14218927904,0,0,0,0,136,0,12,4,3971700,6136,8003,649,1,2,227,277,65,1711,1495,1505,9,302,369,634,2008,1,33,248,5,58,32,0,0,0,31587,2836,8894,4928,13443,1278,208,0,0,207,100,100,100,68,100,100,27,100,100,17,46,56,204,104468036,141,24329448,323,57146003,280,111,5515,5,180,4885,1251,2179,1455,0,17,10,0,364,3888000,7822,10,173,106,14,85,11,6,8,7,23,130,24,9,47,2329,51,779,184150000,1,45,0,0,1,0,0,0,87,2195,1,407,407,13179,1,27,23,6,874188058,5555690,20,933,353,146,32,44,1193,58,0,0,0,541
JojoMalone [3292077],3292077,"28,380,730","35,482,981","15,251,427","20,981,499","100,096,637",52,1481,97,12,70,46,782,12,1759,1,2,4,186,5484,1756,2813401,3810,425,669,13775,20,20,0,0,0,661,1,10106439,1857512,0,100,5752,320,0,14,0,104095,2852,239,13362,0,0,70,56,3691,910,1476,0,0,0,0,0,0,0,97,0,0,0,0,1018,1168,20,1,0,24,0,0,830,64,75,2,5,3,481,58,0,6,4,0,1,0,0,0,0,21301,3018,11093,3502,3679,9,0,0,0,54,100,100,100,100,39,100,88,100,5,1,1,5,4,450004,15,1146002,28,10115009,137,63,16,1,83,1588,1039,183,366,0,10,0,0,437,5270400,10399,1,64,19,101,8,0,50,13,50,16,48,50,1,100,947,14,189,47065000,0,15,0,0,0,0,0,0,10,922,1,85,85,1644,2,77,94,15,837153232,1064944,0,369,249,0,0,0,369,23,0,0,0,274
Crescent57 [2816329],2816329,"84,389,798","11,506,246","3,430,397","1,611,902","100,938,343",68,5756,380,47,63,159,1891,13,1665,29,7,12,244,18068,7803,8696005,6696,2273,2238,56824,18266,3679,6750,3500,4337,3983,42,71890729,15360475,0,100,17649,2696,66,0,0,0,4173,286,8053,1,1,118,45,12615,4996,13367,602,17623,805399699,91,1411,535421277,24618232,558,0,10,1,2600000,2398,3458,222,1,0,142,105,0,1229,551,75,165,116,3212,67,231,0,164,76,1,37,2,0,0,0,26979,3005,18459,555,4948,6,6,0,0,205,100,1,100,100,100,100,2,64,3,1,1,1,182,32447424,366,46963815,77,11811201,315,291,8872,5,462,7832,6800,941,91,0,12,12,10,1429,22982400,29799,68,121,233,70,73,186,53,55,104,407,179,68,84,150,1743,35,1063,265050000,2,110,0,1,1,0,0,1,65,1563,1,532,532,17526,6,640,750,113,45866032,2817114,33,225,333,80,1,0,752,35,0,0,0,356
DMagnusV [49580],49580,"69,944,849","20,938,693","12,901,306","21,612,733","125,397,581",73,1274,72,33,13,509,2288,121,1822,0,44,3,61,14929,12568,5093830,5215,176,2294,62117,5114,1334,844,1226,1710,463,3,2902705,375620,0,100,4463,124,0,0,0,0,15188,446,3796,0,0,179,3,19677,6560,5223,1122,11850,873512594,602,4919,372915498,3967357,496,134,6,4,497025,2589,2529,1634,46,417,47,0,4,378,90,148,168,7,34,873,41,0,37,235,59,34,44,2,2,0,46478,4585,17276,9263,5035,1998,8321,0,0,57,100,100,100,100,100,100,100,5,100,100,100,48,101,134017935,4,250007,19,3709006,431,198,5017,6,50,13458,10891,2176,391,1,30,24,23,1066,8294400,25043,29,17,58,98,137,64,74,63,109,72,41,61,292,55,1359,16,55,13750000,1063,14,0,53,0,0,0,0,6,223,1,361,361,13129,17,3102,3447,407,21978436693,3183773,421,421,387,258,0,36,3851,5,0,0,0,463
eli371 [3182149],3182149,"54,503,489","36,812,984","28,949,826","23,867,126","144,133,425",67,2582,148,33,48,127,1193,6,1735,19,4,1,106,9839,4119,4660093,3480,593,1238,32739,631,11,620,0,0,1247,4,13656005,7411475,0,85,11771,586,0,2,0,4739,3289,126,3167,1,0,84,4,27525,137576,31954,2174,35475,1403609832,0,0,0,0,185,0,1,2,904600,1577,2579,854,1,0,104,3,9,848,236,53,161,8,934,422,17,0,17,39,14,13,0,0,1,0,36155,5572,15439,7358,3253,1289,3244,0,0,148,100,100,100,100,100,100,100,80,100,100,85,29,29,5305181,28,1058362,86,10712555,210,1024,5003,3,112,6894,677,5587,630,0,20,10,10,565,7257600,14060,15,34,95,50,50,51,54,50,125,19,55,52,50,9,971,21,223,55750000,73,18,1,1,1,0,0,0,17,860,1,225,225,5399,9,1773,1593,292,6003898561,3063998,505,505,377,306,255,33,487,20,0,0,0,348
Warwinds [3015831],3015831,"52,210,827","14,835,643","41,821,847","58,882,599","167,750,916",86,9029,374,92,99,43,431,4,1971,127,1,19,262,35264,10169,18293403,9076,1038,5668,68902,38186,4383,5380,12608,15815,6345,14,7364759240,82501450,0,100,29118,266,0,0,0,0,2725,283,3799,2,1,239,115,16941,31442,1597,568,41624,2011046770,0,0,0,0,304,431,151,7,2307100,1142,4619,37,1,0,73,3,7,1206,420,49,67,36,6238,937,84,0,23,101,16,38,9,3,0,0,44897,5286,18804,11371,5527,125,3784,0,0,124,100,100,100,100,100,100,100,100,23,100,100,18,132,16723532,82,6680954,45,7312664,242,366,5250,1,81,5720,4059,1025,636,0,19,4,14,547,5616000,11662,2,65,31,53,81,5,12,7,73,10,137,33,59,77,1632,32,505,107640000,5,23,0,0,0,1,0,0,21,1579,1,568,568,24254,11,2555,2393,416,6099978275,8908416,652,652,367,345,3,29,646,7,0,0,0,492
McGrumpy [3228747],3228747,"25,015,893","96,060,149","25,058,814","35,582,465","181,717,321",66,3277,256,58,168,70,1299,14,1951,45,2,3,81,12827,7068,5521030,5599,903,1782,90291,10319,150,1719,8350,100,567,26,55007046,9195583,0,89,25793,1169,0,31,0,99558,2007,566,3764,0,121,61,51,912,7471,100,167,3164,4420712295,0,0,0,0,111,0,9,0,0,1793,2556,52,1,0,170,5,7,1628,1246,7,47,19,45,110,37,185,10,26,1,13,0,0,0,0,28464,2893,16641,3423,5215,78,214,0,0,76,100,100,100,100,100,100,100,100,22,21,1,1,38,2275056,10,2951000,111,27820013,144,48,12,5,381,3716,969,6,2741,0,18,5,0,449,8726400,11698,5,78,62,3,13,153,2,3,6,137,106,4,11,11,1216,14,379,94750000,2,45,1,0,0,0,0,0,39,1129,1,251,251,8182,2,109,158,18,94201779,5404742,447,447,297,19,23,7,445,21,0,0,0,358
Polio [3225628],3225628,"100,834,094","39,719,606","37,221,692","21,324,624","199,100,016",61,3024,393,70,117,51,1291,4,1807,4,3,4,67,9600,6509,5497730,4329,1323,1227,54663,500,0,500,0,0,1822,0,123132176,32044941,1,92,31024,551,0,1,0,7141,1522,223,48701,6,40,60,7,446,19210,0,876,15014,3257425089,411,16831,1810282567,29463376,176,5,28,0,0,1771,4106,0,1,0,123,3,29,1159,647,40,155,36,350,259,70,310,17,213,16,28,17,0,1,0,27810,2911,16887,4677,3324,11,0,0,0,73,100,100,100,100,100,100,93,63,1,1,3,1,63,5447009,21,1277913,66,84072877,289,146,10,0,579,3677,1219,7,2451,1,13,4,0,366,4665600,9210,15,186,107,8,63,76,15,5,27,25,80,3,28,36,1175,24,327,81650000,1,56,0,0,0,0,0,0,18,1099,1,346,346,10811,4,480,356,90,4916791725,4346426,451,451,301,36,24,29,448,21,0,0,0,318
Cheetoe [3130493],3130493,"103,100,582","33,153,180","103,027,560","129,353,862","368,635,184",64,1890,124,13,206,27,1089,3,1810,16,6,13,55,7176,2809,3676514,7827,411,1216,25896,2430,250,477,1670,33,755,10,34104539,11573623,0,100,11759,355,0,19,0,117613,4591,493,724,0,0,111,186,11724,9228,1808,437,21302,690010464,0,0,0,0,182,2,10,0,0,1354,3088,1080,1,0,73,0,20,1020,12,6,10,7,135,461,111,121,14,231,2,55,23,6,0,1,36350,4441,15794,5998,7667,2148,302,0,0,83,100,100,100,100,100,100,100,100,100,26,45,58,62,13524160,28,2290228,2,50001,204,117,54,0,45,10735,7964,2710,61,0,17,3,0,1187,12182400,33484,5,27,41,210,234,14,5,1,323,46,44,68,77,165,1575,18,265,64930000,0,51,0,0,1,0,0,0,29,1494,1,269,269,7952,7,798,879,113,1808197494,5738226,568,568,323,26,4,0,567,12,0,0,0,457
Pacifist [299480],299480,"219,011,103","325,258,271","163,159,216","662,776","708,091,366",70,1174,17,1,38,71,1871,79,2042,0,21,2,66,5124,11406,3177754,17938,267,787,7365,2382,777,0,1351,254,254,0,6945516,4338925,0,100,7322,268,0,1,0,5446,19725,139,418,3,3,15,1,4482,10234,1497,210,4119,917454434,388,7414,1340809862,26436760,184,17,7,0,0,2115,3162,817,1,3,33,9,0,8,82,408,0,39,128,0,553,0,12,51,0,9,13,0,0,0,45856,10194,17896,5632,7375,1014,3745,0,0,34,100,100,100,100,100,100,100,100,100,100,44,1,6,30029,3,1200,3,415000,206,1000,5044,1,177,6951,755,5755,441,0,16,1,14,286,3456000,6802,55,9,19,50,8,0,10,0,50,40,124,1,3,0,976,19,138,34500000,138,12,10,127,0,9,28,10,19,623,1,119,119,3240,4,389,282,60,51412391279,1792716,365,365,384,238,7,35,457,21,0,0,0,711
MentalHealth202 [2444898],2444898,"183,494,159","211,660,472","172,414,943","170,094,632","737,664,206",80,12563,1057,91,138,687,4645,24,1803,44,14,2755,186,33634,16179,21956165,6094,4942,5079,23737,2898,562,819,510,1007,10519,170,802124095,23250391,0,99,30394,2611,33,203,105,651310,16452,868,7932,0,3,678,149,37579,118983,12970,1318,83302,5776253668,0,0,0,0,2343,1,15,4,3102400,6133,14145,15,1,0,537,24,5,688,118,26,122,104,11948,8,14,0,170,2451,540,496,96,28,4,0,54583,114,46677,824,405,44,6519,0,0,491,78,38,15,63,29,1,8,16,2,100,3,3,1581,365584846,629,99323329,944,102924305,794,578,5542,0,505,1484,554,364,566,0,13,10,4,1734,24537600,43296,9,140,81,248,49,13,51,345,68,20,688,96,85,71,3371,64,2466,615625000,1,87,0,3,0,0,0,0,371,2904,1,101,101,1449,1,0,4,0,5446566986,12528467,1719,1719,347,182,61,39,1779,49,0,0,0,762
Noid13 [2388372],2388372,"210,147,653","60,390,810","210,113,537","264,298,331","744,950,331",87,6599,566,44,109,46,2043,2,1956,108,3,10,137,22265,8243,14437491,6789,1672,3236,24451,1412,292,1060,20,40,5475,2,62984463,2819394,0,100,27615,770,0,56,10,164967,13634,964,447,0,0,57,4,13574,7266,20120,1029,34475,3980432058,0,0,0,0,489,7,29,0,0,2775,3633,964,76,1013,92,0,6,91,411,42,115,196,4112,1155,335,115,66,79,1,25,20,0,0,0,38236,2580,21646,4199,3994,110,5707,0,0,390,100,100,100,100,100,100,98,6,2,100,1,1,33,17916238,1,2000,2,11,599,55,11,16,148,3041,591,1449,1001,0,18,14,11,2557,42768000,63455,40,106,861,173,159,569,23,13,550,452,201,151,120,146,1510,24,235,58750000,3,21,0,0,1,0,0,0,30,1449,1,196,196,5885,6,892,773,130,4294076971,2417012,262,358,364,44,0,0,1911,28,0,0,0,667
Marnix0126 [2932241],2932241,"162,268,217","373,812,756","110,086,829","196,493,202","842,661,004",84,5408,316,100,225,17,1146,14,1985,22,13,4,505,16116,8278,8382632,6699,1911,2888,49983,3745,74,470,1300,1901,2960,3,350960322,14241784,0,100,25278,1776,0,14,0,28752,4805,196,939,0,3,1630,53,50532,24043,2086,821,23352,855316715,622,7381,1065278336,14891610,110,0,4,0,0,1668,11675,9127,1,0,77,82,0,424,1088,462,61,121,2259,276,532,103,16,84,2,22,19,0,0,0,59058,6255,22103,11090,11124,1563,6923,0,0,121,100,100,100,100,100,100,100,100,100,100,100,100,38,21675323,26,2635029,16,4299653,271,1180,5004,0,220,14058,1591,11249,1218,0,19,11,0,3946,36806400,104117,76,218,35,391,352,125,217,60,438,344,146,91,1018,764,2083,41,618,153980000,50,50,50,2,35,0,7,1,20,1867,1,243,243,6468,8,1412,1350,217,8869800147,5716532,740,740,418,530,9,30,739,37,0,0,0,638
gazmayer [1657320],1657320,"407,531,864","105,649,671","303,412,921","251,424,830","1,068,019,286",64,906,192,8,34,96,2306,1,1839,1,3,0,32,4272,2057,3141838,6092,339,577,8461,1773,0,0,1773,0,586,0,8356712,3920315,0,100,3692,169,0,9,0,78831,10620,1386,886,0,0,190,35,61,6523,1100,15,3278,501992642,0,0,0,0,782,2,13,23,6579414,3063,901,44,1,0,62,0,0,136,28,4,34,28,229,268,261,4,5,1675,0,19,132,35,0,0,36541,4525,13439,1553,5008,332,11684,0,0,787,4,72,100,100,88,93,100,100,9,100,4,9,267,90000000,20,2316101,10,3480000,838,23,407,1,17,1424,51,1201,172,0,4,2,7,45,604800,88,13,15,53,1,2,0,1,0,0,6,25,4,1,5,788,20,107,24550000,2,7,0,0,0,0,0,1,18,760,1,84,84,1289,6,835,908,127,48870788239,2139721,401,401,344,109,0,5,2399,11,0,0,0,141
