Name,Id,Strength,Defense,Speed,Dexterity,Total,level,attackswon,attackslost,attacksdraw,attacksassisted,defendswon,defendslost,defendsstalemated,elo,yourunaway,theyrunaway,unarmoredwon,bestkillstreak,attackhits,attackmisses,attackdamage,bestdamage,onehitkills,attackcriticalhits,roundsfired,specialammoused,hollowammoused,tracerammoused,piercingammoused,incendiaryammoused,attacksstealthed,retals,moneymugged,largestmug,itemslooted,highestbeaten,respectforfaction,rankedwarhits,raidhits,territoryjoins,territoryclears,territorytime,jobpointsused,trainsreceived,itemsbought,auctionswon,auctionsells,itemssent,trades,cityitemsbought,pointsbought,pointssold,bazaarcustomers,bazaarsales,bazaarprofit,itemmarketcustomers,itemmarketsales,itemmarketrevenue,itemmarketfees,jailed,peoplebusted,failedbusts,peoplebought,peopleboughtspent,hospital,medicalitemsused,bloodwithdrawn,reviveskill,revives,revivesreceived,heahits,machits,rifhits,smghits,shohits,pishits,grehits,piehits,slahits,axehits,chahits,h2hhits,mailssent,friendmailssent,factionmailssent,companymailssent,spousemailssent,classifiedadsplaced,personalsplaced,criminaloffenses,vandalism,theft,counterfeiting,fraud,illicitservices,cybercrime,extortion,illegalproduction,organisedcrimes,searchforcashskill,bootleggingskill,graffitiskill,shopliftingskill,pickpocketingskill,cardskimmingskill,burglaryskill,hustlingskill,disposalskill,crackingskill,forgeryskill,scammingskill,bountiesplaced,totalbountyspent,bountiescollected,totalbountyreward,bountiesreceived,receivedbountyvalue,cityfinds,dumpfinds,itemsdumped,booksread,boostersused,consumablesused,candyused,alcoholused,energydrinkused,statenhancersused,eastereggs,eastereggsused,virusescoded,traveltimes,traveltime,itemsboughtabroad,huntingskill,attackswonabroad,defendslostabroad,argtravel,mextravel,dubtravel,hawtravel,japtravel,lontravel,soutravel,switravel,chitravel,cantravel,caytravel,drugsused,overdosed,rehabs,rehabcost,cantaken,exttaken,kettaken,lsdtaken,opitaken,pcptaken,shrtaken,spetaken,victaken,xantaken,missionscompleted,contractscompleted,dukecontractscompleted,missioncreditsearned,racingskill,racingpointsearned,racesentered,raceswon,networth,useractivity,activestreak,bestactivestreak,awards,nerverefills,tokenrefills,meritsbought,daysbeendonator,rankedwarringwins,arrestsmade,weaponsbought,dumpsearches,refills
Captive [750078],750078,"2,841,781,187","4,520,090,189","2,321,866,936","2,361,640,385","12,045,378,697",100,11617,268,235,488,555,4775,40,2637,582,10,326,279,71294,25461,88361101,10176,2507,11900,208157,32227,12182,6233,7325,6487,3516,44,342009458,195099750,59,100,89180,260,2,3306,2054,6650588,28517,1576,4968,0,0,258,8,186362,31909,1025,2358,269955,19559369578,0,0,0,0,1147,13819,372,1375,23047506,7985,50368,40097,1,1,451,178,116,960,1046,610,1082,727,3175,1316,1389,514,696,309,26,58,30,8,0,0,151312,4769,51497,18443,28002,21407,27194,0,0,374,100,100,100,100,100,100,100,100,100,100,100,100,107,27741261,642,307404547,41,48661501,855,44,5044,4,173,79577,2806,75307,1464,0,30,0,538,9073,39398400,222569,34,148,111,187,4513,227,215,54,524,196,731,316,990,1120,8880,194,24627,5060235000,326,54,50,464,50,50,50,50,93,7691,1,1429,1429,58260,59,5310,12467,4551,136748193714,18785604,1719,1719,560,1160,64,29,4544,72,0,0,0,3693
RockyRoxanne [2282703],2282703,"510,510,020","500,599,390","512,122,429","424,518,439","1,947,750,278",86,5633,379,41,58,78,1400,2,2520,62,51,6,130,23009,7874,14083476,8443,747,3770,142591,11587,2267,3500,3313,2507,1815,13,42947926,15878015,0,100,29459,411,2,552,177,971200,17061,1093,2669,1,2,69,211,19620,52327,1924,522,15559,1020409298,0,0,0,0,213,28,80,1,31000,2273,13626,10855,2,7,440,100,275,2083,143,100,990,261,1113,117,289,100,115,144,26,17,8,2,0,0,39826,2717,9529,4782,20828,582,1388,0,0,447,100,100,100,100,69,50,54,50,51,69,13,60,33,11048404,28,10290006,43,14525031,999,74,5049,3,111,14719,11195,3499,25,0,28,15,73,1766,27993600,46086,11,168,321,268,52,79,68,68,136,198,260,521,66,50,2927,50,535,133660000,14,225,0,0,0,0,0,0,7,2681,1,296,296,8543,19,981,2314,183,6934419940,3933867,80,384,417,123,0,43,1848,6,0,0,0,1437
MrTedz [2376881],2376881,"1,025,064","1,087,395","1,000,677","43,916,900","47,030,036",52,1783,164,57,35,109,951,21,1529,30,6,10,81,9599,4547,3931541,4339,305,1414,12101,9,9,0,0,0,1462,4,19970836,3246566,1,100,5026,140,0,0,0,0,5607,418,2364,0,3,54,20,1644,8121,4720,248,3350,653482090,0,0,0,0,85,1,5,0,0,1228,1472,20,65,664,39,0,21,85,43,15,30,5,753,537,393,0,8,42,2,13,0,2,0,0,14454,1319,7192,142,213,10,5578,0,0,171,100,5,74,42,5,66,54,5,6,100,3,2,47,4463776,8,630500,7,1350011,508,1743,1264,1,208,1140,968,142,30,0,3,0,15,151,2592000,3226,9,82,118,0,5,40,2,41,2,6,48,2,3,2,539,12,82,20500000,0,37,0,0,0,0,1,0,10,491,1,216,216,5964,4,553,304,124,699827998,1483601,11,120,274,68,0,0,586,14,0,0,0,405
Grozzy [2224217],2224217,"1,130,536,203","1,010,448,748","921,764,334","1,000,394,259","4,063,143,544",100,12880,708,157,1290,1218,3143,16,2382,324,6,279,572,39706,26169,38335690,10839,5653,8292,1399536,14681,2746,4465,2731,4739,4683,60,57202825,7750000,1,100,67907,1419,0,1108,216,2681517,18549,5157,2631,11,11,129,70,53958,81162,26100,954,95831,9569419671,0,0,0,0,868,2716,442,506,163803725,4289,12245,3454,100,3968,509,398,1023,4475,960,1008,1183,358,1381,1540,339,1122,181,91,19,18,4,1,2,3,128309,14624,45659,23244,21201,10490,13091,0,0,443,100,100,100,100,100,100,100,100,100,100,100,100,46,11764502,213,19167428,50,16028896,1781,1896,6394,19,360,27831,3603,23114,1114,1,30,13,112,2088,31190400,57067,90,132,101,51,57,271,70,65,861,121,373,83,74,62,4802,95,2284,496900000,76,52,50,50,50,50,50,50,54,4315,1,1022,1022,34124,19,4038,3943,1093,29372412085,6606866,1719,1719,575,1473,259,50,2303,35,0,0,0,1622
Elemak [2255978],2255978,"1,634,461,750","1,010,822,390","1,154,327,412","2,185,168,934","5,984,780,486",100,22460,1280,452,622,1596,4589,126,2430,166,38,354,706,90282,53200,95041238,16044,7378,18282,386164,42929,13301,10581,9145,9902,7867,838,2480230424,201150000,7,100,121053,5123,67,411,744,1340895,18102,1237,21277,68,282,974,637,46907,67673,39381,1679,90485,112528563251,0,0,0,0,1236,1732,727,283,61518551,7208,13873,1938,15,93,538,1015,1000,6212,1118,1141,1667,1134,2702,3091,2820,1063,1007,683,89,448,18,8,3,0,100683,10535,28962,10873,28715,11385,10213,0,0,384,100,100,100,100,100,100,100,100,100,100,100,100,979,600038655,756,188204512,353,108600805,478,1109,5263,20,494,21472,1906,13338,6228,1,29,3,125,1837,33868800,49149,95,1074,415,52,68,55,54,51,63,874,401,54,101,64,5260,87,4037,981175000,117,72,10,36,0,6,5,1,82,4917,1,919,919,37293,6,726,746,113,51576374387,21510825,1193,1193,571,1405,273,50,2245,64,0,0,0,1645
PhillyBob [3339885],3339885,"180,000","180,407","172,257","168,734","701,398",31,465,36,2,17,37,689,0,1414,0,1,6,46,1713,1068,354948,1866,143,209,7211,20,0,0,20,0,170,1,197073,105590,0,100,2957,287,0,0,0,0,1465,227,6376,0,0,10,5,513,700,155,0,0,0,218,5525,438502553,3511015,145,0,3,0,0,818,1467,431,1,0,10,0,0,304,0,0,22,19,146,0,5,0,3,2,0,0,0,0,0,0,19163,2885,8829,4019,753,2,2675,0,0,51,100,100,100,100,74,100,2,1,1,90,2,4,10,1999980,1,100000,18,915000,164,331,159,1,48,4709,566,4136,7,0,1,1,6,212,1728000,5462,1,0,73,109,91,0,0,0,0,0,2,1,9,0,548,1,3,750000,365,18,0,1,0,0,0,0,6,158,1,10,10,194,7,1006,1118,294,1225748721,1224423,143,166,213,6,0,0,322,12,0,0,0,19
Gawdly [2200587],2200587,"1,735,463,606","399,430,343","1,817,877,947","2,333,792,492","6,286,564,388",100,10330,307,74,380,379,3904,28,2589,12,20,6,232,37421,19744,46060146,10981,2466,7109,70786,9265,73,4542,630,4020,6835,98,869543596,57481081,7,100,62521,726,0,1042,846,4495234,15994,3105,323,2,2,768,93,5146,102208,24855,68,4899,1928532091,0,0,0,0,210,0,4,0,0,5406,5631,273,1,0,1160,103,115,1888,145,100,173,108,4531,2913,120,369,73,70,27,20,7,4,0,1,66990,2675,25917,3953,15439,11412,7594,0,0,337,100,100,100,100,100,100,100,35,100,100,7,52,137,103258173,51,9321990,160,51736015,1208,253,10944,9,1697,7820,255,2536,5029,1,29,1,0,392,5097600,10022,6,40,129,35,29,10,5,5,18,10,237,10,18,15,4388,87,1683,368895000,1,58,0,0,0,0,0,0,74,4248,1,276,276,7188,8,1433,1192,246,23625300797,7124872,107,212,439,1013,15,50,2352,46,0,0,0,1816
14korn [2188060],2188060,"184,666,388","194,979,641","112,684,461","196,136,161","688,466,651",78,3308,219,82,75,28,3364,35,2231,70,25,5,66,12335,13534,6191633,6609,699,1816,56116,1169,669,0,500,0,2571,3,15920682,4552000,0,98,16009,671,0,320,6,331239,19144,1855,9669,0,0,82,144,63701,250,30477,0,0,0,0,0,0,0,527,413,221,0,0,4547,4411,2461,60,616,482,8,0,538,4,1,46,2,2583,104,16,0,7,125,8,55,7,0,1,1,28262,3173,14343,4719,2594,1244,2189,0,0,489,100,100,100,100,100,85,44,1,13,3,1,3,69,99558652,26,816835,34,4366332,899,66,5013,5,279,4169,1604,2528,37,0,27,12,2,5165,68256000,130416,13,102,1598,473,557,452,221,228,728,512,479,492,496,527,3105,49,295,71880000,12,510,0,0,4,0,0,0,6,2572,1,66,66,947,3,162,174,26,26551978042,4471425,347,347,381,94,0,0,1131,24,0,0,0,184
-HULK- [1082058],1082058,"1,423,830,801","635,922,894","1,054,535,992","500,895,930","3,615,185,617",91,3477,212,18,32,436,4358,42,2218,24,28,0,73,16162,11184,13822490,9391,965,2702,42334,1109,0,0,0,1109,1496,0,283514903,32953135,0,100,11428,516,0,113,43,1036361,21104,1769,4727,76,33,14,23,21303,270856,252935,188,8007,1327418410,0,0,0,0,543,529,182,0,0,5313,1996,442,1,0,269,0,0,1806,150,289,117,102,473,231,296,109,39,1528,52,84,73,94,0,1,47663,492,21956,4264,18878,66,2007,0,0,411,39,100,51,35,6,1,1,1,1,1,1,1,34,12422654,18,2825502,90,26828000,1120,26,1604,0,0,4189,3217,969,3,0,6,0,29,810,12960000,20557,17,857,394,10,18,92,16,33,73,20,281,198,43,26,2370,60,355,86835000,0,23,0,0,0,0,1,0,8,2338,1,68,68,1026,17,3379,2871,620,29327573545,3342932,11,275,373,10,0,0,3164,40,0,0,0,1544
-420- [1514633],1514633,"1,118,123,636","1,017,369,842","1,033,012,474","218,406,943","3,386,912,895",100,18609,1522,213,780,2585,7791,12,2483,128,23,327,1106,60032,31437,83984757,16766,10762,9468,96928,24090,3380,7480,4780,8450,4935,910,510586284,88100416,8,100,96121,9225,330,329,304,2129676,19742,1709,3075,37,78,820,475,15195,204268,66701,4910,94902,32885310909,0,0,0,0,1067,1206,485,352,195681261,9431,12465,369,40,308,1179,1046,201,3118,572,458,1043,1586,2160,9516,707,0,598,2722,265,727,110,91,1,3,84291,8078,40364,14364,13751,1593,6141,0,0,467,100,100,100,100,100,100,79,100,100,100,17,22,1312,692818976,602,84151853,1279,259563258,1553,7309,6095,19,731,16323,7143,7061,2119,1,31,24,8,906,9936000,21087,56,231,153,19,191,64,42,16,20,76,269,66,72,71,4079,85,2676,633915000,30,144,3,2,3,1,5,2,401,3487,1,429,429,10044,4,102,145,14,1453484039,14381390,1365,1365,521,621,123,50,2386,70,0,0,0,1143
Tipsy [1160609],1160609,"1,061,352,007","1,175,029,422","1,000,229,947","1,000,072,324","4,236,683,700",100,30513,936,700,1069,13091,6164,40,2286,1314,1025,1295,1022,128310,58080,144462582,21291,21204,25383,1136454,50161,21616,13125,5143,10277,20825,243,1121924281,114975991,28,100,160418,917,0,2009,2728,3321320,26629,1986,4535,104,16,1405,355,10423,152547,25965,1842,64948,32696827586,0,0,0,0,1768,10000,1110,754,210966201,11521,36333,1796,75,1284,1000,1000,1032,12071,1164,1297,3147,1055,8863,4536,6661,1001,1040,4184,663,1725,374,29,26,0,147878,10050,65119,15287,23621,20668,13133,0,0,362,100,100,100,100,100,100,100,100,100,100,100,100,1464,2183758213,1034,132584099,694,314962516,1014,2580,5199,19,1142,28990,1191,24943,2856,1,17,3,362,2261,26092800,44778,100,293,100,88,492,85,131,90,84,738,247,81,155,70,6631,103,2390,568560000,1806,58,50,69,50,51,51,50,343,4093,1,1434,1434,67046,21,7154,7721,1590,6366623617,33553953,50,576,626,2016,976,50,3623,24,0,0,0,1955
-RL-SixPackPud [1038317],1038317,"751,604,241","1,183,320,069","534,354,541","1,075,697,790","3,544,976,641",90,11369,669,301,29,1119,5504,124,2164,210,55,250,89,44697,38599,27198936,7439,4371,6429,265606,13077,3831,3175,2711,3360,7730,23,1151992200,97248512,0,100,16303,546,0,52,72,464157,24981,1337,9078,14,0,128,39,747,58012,22433,5007,92420,10891374760,0,0,0,0,1226,256,65,517,488275595,7163,11475,1252,7,34,262,121,579,1922,1281,1170,1623,745,2302,724,1189,360,248,2070,226,635,198,206,19,1,67907,6049,23854,9368,14391,4467,9778,0,0,476,100,100,100,100,100,100,75,100,32,48,11,7,226,110313769,786,72122530,123,32812527,1847,1566,5242,24,44,24035,1238,21473,1324,1,14,12,136,3735,46915200,81733,99,2306,692,304,177,331,316,258,241,1021,336,267,221,263,2657,57,333,83250000,132,50,51,53,52,50,50,50,55,2113,1,343,343,10452,17,4428,5694,745,968943871,5075826,29,627,513,687,96,45,4307,16,0,0,0,1359
Shaon [1862221],1862221,"976,352,586","1,251,058,986","966,832,308","212,433,462","3,406,677,342",95,7004,509,37,97,527,3697,13,2239,5,20,153,88,28575,10609,24706782,9075,1778,4125,74300,3593,0,0,2519,1074,4131,11,30084550,5074600,0,100,35299,460,107,1112,1156,4687301,24145,2767,702,7,16,97,85,11332,43343,10643,926,49221,6947825930,0,0,0,0,333,21,36,1,1104000,6105,6162,691,36,339,365,1,75,2401,183,106,147,15,2638,954,890,0,45,420,109,145,13,4,53,0,51181,2573,14750,2584,19451,1096,10727,0,0,409,97,86,100,100,46,67,26,100,10,100,7,21,70,11791834,73,7698274,132,40151554,1215,182,5143,2,4,5293,4435,858,0,0,14,3,19,2215,32313600,58864,22,95,676,173,74,71,111,73,579,41,267,592,93,141,3684,86,637,150855000,0,336,0,50,0,0,0,0,29,3266,1,339,339,7030,8,129,85,21,42226570213,7143755,6,143,422,223,0,47,2852,21,0,0,0,1852
Guru71 [2013868],2013868,"1,000,193,003","2,662,289,932","1,000,470,793","1,500,191,952","6,163,145,680",86,10040,811,215,218,670,5839,118,2446,51,53,13,106,43226,35792,36760367,7681,2464,6752,80333,2090,1581,250,0,259,6460,204,76053771,2255873,0,100,51533,1666,0,1789,1377,5189149,19959,1812,4295,23,11,362,155,25345,26420,25905,319,12570,1240282292,0,0,0,0,386,1025,75,0,0,8449,8727,2808,5,16,370,100,100,320,945,635,123,134,7182,335,206,368,111,437,4,277,35,21,0,0,78768,3025,26658,9693,26497,4327,8568,0,0,449,100,100,100,100,100,100,100,100,100,100,100,100,66,27265863,196,21120195,115,663159154,1365,1598,5756,13,334,19854,315,18458,1081,0,7,0,113,946,10108800,23659,8,51,175,59,82,10,67,51,72,11,289,50,174,81,5152,106,2101,481465000,51,50,22,50,0,0,0,1,264,4712,1,183,183,4558,12,2149,2263,332,16715048078,9111983,270,322,490,326,0,19,3166,55,0,0,0,2022
OP81 [512041],512041,"1,010,522,186","500,597,752","326,165,087","112,180,355","1,949,465,380",100,9230,466,113,126,1235,5186,31,2181,21,255,2,693,36470,25309,36782221,9368,3401,5447,102326,10027,2761,2413,134,4719,4626,90,53895206,5618978,0,100,45445,1449,218,113,223,1764286,32385,1274,5694,14,20,110,45,4264,315639,170174,460,19423,17938488672,0,0,0,0,626,219,120,39,25809657,6180,6988,529,7,30,90,172,115,134,1271,239,400,323,311,6562,441,101,155,1711,106,399,203,34,1,0,64377,4350,26632,11055,11199,3001,8140,0,0,388,100,100,100,100,100,100,90,16,100,100,100,22,164,119983576,75,21986127,181,61848093,1118,680,5115,4,178,2522,33,1358,1131,1,27,14,81,204,1209600,3141,22,117,120,4,24,4,8,5,1,7,105,11,14,21,1288,30,106,26185000,23,128,0,0,3,0,1,0,104,1027,1,299,299,10020,10,1527,1435,294,5898205289,4116078,363,363,490,615,120,50,4360,34,0,0,0,1025
Mrinmay [1946112],1946112,"151,418,867","109,190","203,026,146","771,635,997","1,126,190,200",65,10582,398,69,99,465,4800,41,1961,266,24,112,253,33647,10446,24813577,7620,4721,5416,70964,14153,4811,2582,3000,3760,8642,116,102465117,16707398,0,93,49712,1105,4,815,458,3379856,22860,1947,3976,4,77,282,226,2657,11024,7629,881,24687,2310833515,0,0,0,0,311,79,49,3,1426400,7547,5901,414,67,1002,178,125,163,1045,114,163,224,382,3559,1941,181,2936,169,625,13,388,24,3,7,3,41665,2748,15478,4030,13417,128,5864,0,0,409,100,100,100,100,29,100,22,14,19,100,3,38,97,21261289,130,12938392,211,42306911,1590,598,5640,3,88,8887,745,7883,259,0,28,6,18,873,15897600,20703,33,205,624,71,17,203,4,8,113,77,126,227,10,17,1985,46,343,85690000,10,35,0,23,2,0,1,0,50,1863,1,365,365,11750,7,588,549,77,9329531293,8011609,129,129,417,60,2,0,2308,40,0,0,0,357
Mauk [1494436],1494436,"532,077,781","518,288,147","468,536,686","466,156,362","1,985,058,976",75,4905,193,120,188,452,4488,10,2105,24,53,255,155,25525,16082,28122796,8054,1686,4727,53672,0,0,0,0,0,2875,8,295305676,42481535,8,100,31522,210,0,111,57,326646,12948,742,14821,10,5,217,236,11798,10765,136532,517,20756,6844724670,0,0,0,0,327,1721,157,501,47531547,5689,16917,4048,4,13,135,133,109,618,258,108,104,102,2286,287,133,992,100,1212,113,190,105,26,0,0,63763,2420,43681,1610,10886,574,4592,0,0,176,100,29,100,100,100,100,100,8,100,100,46,28,316,51525565,289,26297401,135,37502409,1151,529,5056,1,120,10135,700,9077,333,0,4,0,108,370,1296000,5483,14,105,23,19,86,2,53,0,52,12,16,3,53,74,5631,43,42,10500000,4670,51,50,503,50,50,50,50,103,53,1,245,245,7654,12,2881,2603,492,19657956345,66586316,3,200,463,368,571,14,1906,10,0,0,0,795
GlitchedZombie [1755703],1755703,"1,028,052,454","1,722,591,195","1,002,352,400","1,300,286,051","5,053,282,100",95,11316,830,45,310,1504,4976,31,2277,71,24,1,566,39789,16242,34539500,7283,5084,7405,88510,0,0,0,0,0,8008,20,952286735,54534428,0,100,51789,406,0,102,132,2351728,24815,1166,1752,10,0,579,497,9938,61680,5850,1258,36692,13453519791,0,0,0,0,459,209,98,277,176102095,7512,12460,515,47,514,316,132,113,3093,335,139,115,421,6905,402,574,103,160,15295,293,12756,299,165,0,1,70373,2763,39503,8166,19497,443,1,0,0,315,100,100,100,100,100,100,53,22,2,1,1,1,387,108030116,560,99994122,190,51778052,893,194,5043,4,270,9409,6029,2508,872,0,3,0,27,924,12182400,20636,22,69,97,231,51,55,48,5,209,50,182,30,31,32,4763,73,1412,319395000,45,18,0,3,0,0,0,1,37,4657,1,425,425,12815,13,1166,1446,399,11968225616,15314049,3,100,456,83,0,47,3703,55,0,0,0,2282
MsButtons [452527],452527,"2,814,596,628","1,212,164,820","1,502,161,588","1,552,873,799","7,081,796,835",100,13318,1031,205,786,1535,5334,63,2636,69,37,10,252,59393,38714,61863791,9246,4523,10122,312783,3000,1000,250,750,1000,5065,218,104343303,20001060,0,100,82201,1190,191,1255,1761,6211293,26756,1537,1524,3,8,835,178,4161,175386,74883,758,11939,7963029353,0,0,0,0,557,187,143,12,2857325,7486,11080,473,15,86,677,106,626,6713,273,100,100,125,4375,1248,591,0,80,6498,2262,2117,168,190,81,0,79231,2708,23074,4673,39662,741,8373,0,0,366,100,100,100,100,47,43,38,10,23,100,27,11,542,557165077,180,54240741,186,82958035,1346,13,5305,11,293,4091,1500,227,2364,0,7,6,11,951,6307200,16940,26,2,31,52,67,32,66,63,69,62,375,83,34,48,4495,96,1015,220965000,1,96,1,9,1,1,0,0,556,3828,1,22,22,301,17,512,344,81,5647462626,8855346,47,483,453,73,83,50,4698,55,0,0,0,3677
mekline [898029],898029,"1,772,124,209","3,524,111,521","1,938,897,682","2,003,651,370","9,238,784,782",100,18239,712,300,2116,1392,4838,113,2529,400,58,337,221,129173,41013,191675679,19172,3207,26131,209737,37978,10262,11040,3900,12776,6335,3288,656890225,114720082,141,100,98558,1317,0,1056,1041,5119771,25174,2776,1153,11,13,1566,358,3422,34882,1241,271,1665,9914216665,0,0,0,0,1218,1705,630,148,33974610,6441,13600,1228,21,107,1630,188,163,5221,1155,415,980,171,5543,1375,1579,714,470,12414,8380,4049,1584,1400,1,0,83219,2697,32242,4823,24730,7794,10933,0,0,318,100,100,100,100,100,100,100,100,100,100,45,2,1604,559547293,848,154801992,970,674108104,963,655,8873,20,566,5252,699,2476,2077,14,22,14,106,624,5356800,10749,1,109,21,0,58,26,15,1,1,52,366,1,53,51,8623,196,44494,9743665000,83,4,50,2,8,0,0,0,468,8005,1,601,601,22601,20,5784,6264,982,16578124508,46116149,1208,1208,528,139,32,50,4433,39,0,0,0,1404
s0ldierGurl [577807],577807,"4,190,140,461","13,045,108,009","4,518,370,264","1,679,014,753","23,432,633,487",100,45759,715,392,1362,6007,5775,192,2941,1250,1016,334,1081,192281,75664,233670538,24981,17286,39427,1163546,97864,33491,26800,11832,25741,24724,1507,2092269838,147626776,30,100,336197,5934,96,1775,5944,10216418,31409,325,79079,224,202,12600,4687,55536,290159,155834,2920,121323,56080943494,0,0,0,0,1953,5689,795,546,84058182,8708,27915,1156,23,172,2276,1974,1159,8822,5748,1458,1702,1063,7919,6844,10576,1009,1089,206152,56527,118022,22572,2110,718,0,175859,6490,60340,13448,67364,13011,15206,0,0,429,100,100,100,100,100,100,100,100,100,100,100,100,8363,4203048165,1540,673477118,1378,863002385,1495,426,5090,10,1898,29791,19378,5947,4466,114,28,15,125,2443,13910400,55986,96,558,66,62,259,5,76,53,96,94,1031,159,408,200,12173,295,82157,18638500000,143,24,50,7,50,0,0,0,790,11101,1,1281,1281,50786,39,4855,4297,988,41507558823,67992609,747,747,586,1316,28,50,4818,59,0,0,0,4810
Rich_Kuklinski [1549948],1549948,"3,188,263,066","1,805,265,288","2,180,779,655","2,049,603,131","9,223,911,140",80,21748,1063,280,2537,1567,3159,77,2636,864,101,269,288,142185,38435,271826018,15455,7064,27693,1489517,31297,9359,6629,9361,5948,12258,195,781040242,141224932,131,100,104842,524,49,226,186,4785270,24900,1956,13442,107,30,7459,2903,299208,38314,58473,1722,330129,68076945493,0,0,0,0,2590,13764,1930,610,64133812,5674,50681,22775,59,785,494,1337,1076,2857,2565,1005,1007,1167,3597,4119,1496,1003,1019,21547,11335,8938,2292,4713,321,0,154314,10133,55026,16694,38355,20739,13367,0,0,227,100,100,100,100,100,100,100,100,100,100,100,95,764,485124713,1840,636764256,313,86506621,2802,1895,7356,14,799,61959,25227,34666,2066,0,18,1,100,3655,13910400,82376,91,242,11,190,570,175,277,213,308,477,553,179,388,325,7756,170,7345,1737150000,276,55,50,50,50,50,50,50,570,6551,1,1844,1844,88914,31,15408,15137,3469,64118468241,60903753,78,1327,589,860,641,40,4056,37,0,0,0,3552
nate396 [2754369],2754369,"159,475","115,387","159,573","207,279","641,714",22,295,196,1,20,4,242,5,1257,1,3,1,61,1225,786,252903,1980,84,153,2780,0,0,0,0,0,45,0,514188,44542,0,46,939,65,0,4,0,58535,552,266,68,0,0,17,48,4096,120,0,0,0,0,0,0,0,0,108,9,24,0,0,467,385,10,1,0,12,0,0,162,7,16,4,14,68,10,2,12,4,17,0,0,0,1,0,0,5352,327,3475,1129,188,121,112,0,0,78,56,48,35,69,18,15,1,6,2,13,1,5,1,100000,0,0,0,0,47,33,10,0,36,1288,1061,222,5,0,5,1,1,196,2937600,4780,1,1,15,41,39,79,1,1,17,0,8,6,3,1,134,4,13,3250000,4,33,0,7,1,0,0,0,3,86,1,26,26,471,2,101,106,12,290758744,859782,63,67,130,0,0,0,111,3,0,0,0,110
Duke713 [3057141],3057141,"10,619,430","8,081,817","563,114","2,047,845","21,312,206",32,1819,397,16,59,119,1389,5,1538,11,9,545,28,5964,5261,2470973,2808,628,692,22810,550,140,20,390,0,824,0,15309849,1863097,0,61,8140,1100,14,10,0,19114,2384,546,1133,0,0,66,31,26548,2525,0,988,37894,1715416905,0,0,0,0,112,2,9,0,0,1926,2568,639,1,0,74,0,0,82,384,67,29,255,816,0,16,250,37,100,11,41,9,0,0,0,25950,3009,15305,4879,938,1295,524,0,0,208,100,100,100,100,100,100,100,10,100,37,35,9,32,2777740,14,1270950,20,2215123,286,250,25,2,232,3732,3419,295,18,0,3,2,56,1419,24969600,33741,54,189,267,25,55,14,35,4,65,741,177,50,46,206,1040,20,319,79490000,1,93,0,6,12,0,0,0,31,896,1,94,94,1629,3,120,216,21,2708355892,2210998,615,615,269,11,0,0,585,38,0,0,0,194
Big_Nate_D [2978452],2978452,"58,200","25,011","44,429","34,786","162,426",25,335,41,3,15,17,128,0,1275,2,0,2,34,1276,719,323275,1661,95,138,5922,0,0,0,0,0,58,0,1984972,560534,0,39,1066,90,0,0,0,0,358,41,420,0,0,8,5,1608,598,0,0,0,0,791,9196,300573650,9666430,39,0,0,0,0,180,291,2,1,0,6,0,3,273,5,0,20,9,18,0,21,0,4,2,0,0,0,0,0,0,6052,1474,3613,688,140,0,137,0,0,15,65,31,79,22,5,53,67,1,1,14,1,1,1,150000,4,75000,1,3000,35,6,6,0,9,916,359,556,1,0,9,1,4,282,2160000,6630,8,12,15,13,51,2,17,30,19,10,4,2,74,60,74,1,3,750000,11,7,0,0,0,0,0,0,1,55,1,59,59,908,2,53,64,5,283686559,400154,62,62,129,35,0,0,61,4,0,0,0,94
Jrock177 [3697478],3697478,846,"1,057","3,176","3,298","8,377",19,297,68,0,7,2,44,0,1186,0,0,2,74,947,401,153259,889,37,104,1192,396,396,0,0,0,90,0,104219,104209,0,35,2397,0,0,0,0,0,33,34,166,0,0,2,1,1922,50,0,0,0,0,58,1735,31346571,928951,20,0,0,0,0,113,97,0,1,0,2,28,0,47,0,0,6,0,215,0,2,0,1,12,0,2,0,0,0,0,2285,32,163,1903,162,0,25,0,0,5,11,83,5,1,8,33,4,1,1,1,1,1,0,0,0,0,0,0,9,1,3,0,12,777,552,224,1,0,9,2,2,43,864000,974,4,0,22,2,5,1,0,0,0,30,4,0,0,1,49,1,5,1210000,7,4,0,0,0,0,0,0,0,38,1,14,14,229,1,0,1,0,670357626,456486,33,33,88,8,2,0,21,0,0,0,0,5
Afndina [3720563],3720563,581,273,120,66,"1,040",15,166,11,1,9,0,33,0,910,0,0,6,90,384,230,52227,514,37,38,3133,0,0,0,0,0,1,0,17,17,0,26,297,0,0,0,0,0,33,21,93,0,0,1,3,1601,0,0,0,0,0,111,1798,7689935,233622,5,0,0,0,0,48,14,0,1,0,5,0,0,97,3,0,31,0,0,0,35,0,0,10,0,8,0,0,0,0,1085,3,1081,1,0,0,0,0,0,0,14,1,1,64,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,41,0,0,55,49,6,0,0,0,0,0,73,345600,891,1,0,19,0,54,0,3,4,1,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,1,0,0,0,28483258,122483,19,19,48,0,0,0,0,0,0,0,0,0
